file_name,div,steel_grade,lot_no,GS,mix,mGS,TS,YS,RA,EL,min_con,max_con,avg_con,cnt_con,std_con,med_con
A-100_STS304CUS4  B3B0544800  X100  G.S=5.png,A,STS304CUS4,B3B0544800,5,X,-,460,180,45,81,9,16720.5,3999.61403508772,57,4015.57146969445,2610
A-101_STS304CUMS4  B410066807  X100  G.S=6.5.png,A,STS304CUMS4,B410066807,6.5,X,-,475,165,51,81,0,8146,1482.17605633803,142,1909.09608818774,695
A-102_S30432S1  B41P007800  X100  G.S=9.png,A,S30432S1,B41P007800,9,X,-,635,350,49,,0,1735.5,136.678571428571,924,185.485984277323,76.25
A-103_S304THES3  B320715101  X100  G.S =4.png,A,S304THES3,B320715101,4,X,-,640,360,47,80,4.5,30210,3530.25384615385,65,5463.75972492532,1529
A-104_S304J3S2  B3C0494500  X100  G.S= 5.png,A,S304J3S2,B3C0494500,5,X,-,545,220,65,82,0,17504.5,2511.29545454545,88,3214.91279539971,1319.5
A-105_S304J3S2  B3C0494500  X100  G.S =5.png,A,S304J3S2,B3C0494500,5,X,-,545,220,65,82,0,20425,2499.5,89,3580.75713542839,1236.5
A-106_S304J3S2  B3C0494401  X100 G.S=5.5.png,A,S304J3S2,B3C0494401,5.5,X,-,535,190,67,83,0,20742,3513.16153846154,65,4665.97260131401,1738
A-107_S304J3S2  B3C0494401  X100  G.S=5.5.png,A,S304J3S2,B3C0494401,5.5,X,-,535,190,67,83,3,25482,3703.09322033898,59,4629.3384237178,2253
A-108_S304J3S2  B3C0494401  X100  G.S= 5.5.png,A,S304J3S2,B3C0494401,5.5,X,-,535,190,67,83,8,30477,3732.0737704918,61,5153.94481483785,1962
A-109_S304J3S2  B3C0494401  X100   G.S=5.5.png,A,S304J3S2,B3C0494401,5.5,X,-,535,190,67,83,0,15238,3481.12307692308,65,3850.06575870991,2109
A-10_304LDS1  B3B0451009   X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,26213,5912.025,40,6970.20742602937,3391.25
A-111_S304J3S2  B3C0491901  X100  G.S=5.png,A,S304J3S2,B3C0491901,5,X,-,525,225,66,82,0,20074.5,3575.65625,64,4603.96562832912,1970.5
A-112_S304J3S2  B3C0491901  X100  G.S= 5.png,A,S304J3S2,B3C0491901,5,X,-,525,225,66,82,0,19215.5,3630.16666666667,63,4597.0385550037,1827.5
A-113_S304J3S2  B3C0491901  X100  G.S =5.png,A,S304J3S2,B3C0491901,5,X,-,525,225,66,82,62.5,175944,13765.9705882353,17,40681.2480148195,2758
A-114_S304J3S2  B3B0545501  X100  G.S=4.png,A,S304J3S2,B3B0545501,4,X,-,510,185,62,82,29,60462,7758.34482758621,29,13597.8251817781,2577
A-115_S304J3S2  B3B0545501  X100  G.S= 4.png,A,S304J3S2,B3B0545501,4,X,-,510,185,62,82,186.5,43159,8201.33333333333,27,11387.379702987,3174
A-116_304LDS1  B3C0477900   X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,10344,1310.85576923077,156,1574.68592819861,752.75
A-117_304LDS1  B3C0477900  X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,26,37229,2446.44512195122,82,5361.45030092656,668
A-118_304LDS1  B3C0477900  X100 G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,10387.5,1341.95751633987,153,1702.49911361365,798.5
A-119_304LDS1  B410101403   X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,2.5,54650.5,24976.35,10,17025.5468297644,26097.25
A-11_S302  B410465200  X100   G.S=6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,0,11707,1102.59826589595,173,1661.93710507073,462
A-120_304LDS1  B410139200  X100  G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,8.5,13190.5,2217.64606741573,89,2773.24363407639,1114.5
A-121_304LDS1  B3C0477900  X100   G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,7466.5,1135.4209039548,177,1541.02207882176,551.5
A-122_304LDS1  B3C0477900  X100  G.S =6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,7432,1147.07670454545,176,1365.79257649694,644.25
A-123_304LDS1  B3C0477900 X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,9608.5,1311.30891719745,157,1737.07214090925,622
A-124_304LDS1 B3C0477900  X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,7,53297.5,2306.14117647059,85,6214.25278533704,736
A-125_304LDS1 B3C0477900 X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,61.5,20333.5,2324.61627906977,86,3536.05447470865,779.75
A-126_304LDS1  B410101402  X100  G.S= 1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,3702,139547,50465.1,5,56458.2817418313,10085.5
A-127_304LDS1  B410101402  X100 G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,166.5,175128.5,62255.75,4,70940.3246860521,36864
A-128_S302S1  B420026100  X100   G.S=7.5.png,A,S302S1,B420026100,7.5,X,-,650,250,57,77,15.5,48809,2953.125,68,6317.42865795456,1020
A-129_S302  B420025700  X100 G.S=7.png,A,S302,B420025700,7,X,-,650,240,58,79,0,9082.5,600.606907894737,304,944.582256377984,328.25
A-12_304LDS1  B3B0451009  X100   G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,23425,4294.26851851852,54,5385.49351800997,2533.25
A-130_S302S1  B420026100  X100 G.S=7.5.png,A,S302S1,B420026100,7.5,X,-,650,250,57,77,0,4106,585.503246753247,308,763.240345281081,318.5
A-131_S302S1  B420026100  X100  G.S =7.5.png,A,S302S1,B420026100,7.5,X,-,650,250,57,77,10.5,66437.5,5310.59756097561,41,14800.2421161885,643
A-132_304LDS1  B410101402  X100  G.S =1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,580,98810.5,42389.5833333333,6,40654.4657985818,28859
A-134_304LDS1  B410101402  X100   G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,0,62616,20807.0416666667,12,20136.7927058266,17335
A-135_304LDS1  B410101403  X100  G.S= 1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,1709,80351,35941.2142857143,7,29544.6626976577,25873.5
A-136_S302  B420025700  X100  G.S=7.png,A,S302,B420025700,7,X,-,650,240,58,79,2.5,11511,1273.3951048951,143,1818.81809377073,657
A-137_304LDS1  B410101402 X100  G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,2,50936,20786.7083333333,12,20825.9013595034,12781.25
A-138_304LDS1  B3C0477900  X100  G.S= 6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,0,6011.5,910.816279069767,215,1192.96529705082,450.5
A-139_304LDS1  B3C0155105  X100  G.S =4.png,A,304LDS1,B3C0155105,4,X,-,570,230,80,69,2.5,36876.5,6605.38888888889,36,8265.60544020883,2862.5
A-13_304LDS1 B410101403  X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,32,130809,36229.7857142857,7,43282.4823141593,18686
A-140_304LDS1  B3C0155105  X100  G.S=  4.png,A,304LDS1,B3C0155105,4,X,-,570,230,80,69,0,44413.5,7692.66129032258,31,9062.4415222915,4816.5
A-141_304LDS1  B3C0155105  X100  G.S=4.png,A,304LDS1,B3C0155105,4,X,-,570,230,80,69,22,40256,6948.40909090909,33,8463.60705704004,4338.5
A-142_304LDS1  B410101402   X100  G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,4129.5,125677.5,42242.5833333333,6,40656.2524541805,31530
A-143_304LDS1  B410102100   X100  G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,94.5,188751,49562.7,5,70943.879185311,22090.5
A-144_304LDS1  B410101402  X100  G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,10729,227445.5,84036,3,101414.268301688,13933.5
A-145_304LDS1  B410101400  X100    G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,96.5,38871,10637.7272727273,22,11078.6448985991,7540
A-146_304LDS1  B410101400  X100   G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,0,94103,21784.5,11,31057.019969873,7419.5
A-147_304LDS1  B410101400  X100  G.S =2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,44,177233.5,18403.1538461538,13,46237.6243011554,3402
A-149_304LDS1  B410101400  X100  G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,158,64055.5,24099.8,10,27293.3635552674,6398.75
A-14_STS304CUS4  B410067200  X100  G.S=4.5.png,A,STS304CUS4,B410067200,4.5,X,-,485,160,50,77,2,27494.5,5186.61111111111,45,6205.49395373781,3003
A-150_304LDS1  B410101400 X100  G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,0,49063.5,10169.75,24,12549.1484040419,4700.25
A-151_304LDS1  B410101401  X100   G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,64,50490,15383.0625,16,15794.7974166684,8359
A-152_304LDS1  B410101401  X100  G.S =3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,0,41518,12870.4736842105,19,13198.7165409465,10450
A-153_304LDS1  B410101401  X100  G.S= 3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,7,44312,12881.5789473684,19,12237.5265122697,7477.5
A-154_304LDS1  B410101401  X100  G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,10,61125.5,11088.0227272727,22,14632.3445703169,5636.5
A-155_304LDS1  B410101401  X100 G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,98.5,48736.5,10648.152173913,23,14894.0049753283,3126.5
A-156_304LDS1  B410101401 X100  G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,416.5,134725.5,24008,10,42628.5685456362,4973.75
A-157_304LDS1  B410101403  X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,897.5,63711.5,15868.4333333333,15,17179.2492025182,6863.5
A-158_304LDS1  B410101403 X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,26230,125951.5,61827,4,38039.8935017568,47563.25
A-159_304LDS1  B410102100  X100  . G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,0,62214.5,24159.95,10,23726.8101484903,21708
A-15_304LDS1  B410139200   X100  G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,0,9099.5,1078.26756756757,185,1391.84159650405,557.5
A-160_304LDS1  B410102100  X100  G.S =1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,1527,102563,49608.5,5,42846.5418301174,28031.5
A-161_304LDS1  B410102100  X100  G.S= 1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,0.5,97611.5,20796.3333333333,12,29049.7082560891,6976.5
A-162_304LDS1  B410102100  X100  G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,803,135137,22766.5909090909,11,37899.0291803091,5193.5
A-163_304LDS1  B410102100 X100  G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,12.5,77170.5,17886.6071428571,14,26486.2879343651,1608.25
A-164_304LDS1  B410102100 X100 G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,928.5,98720,42371.3333333333,6,35663.6019945017,39087.25
A-165_304LDS1  B410139200  X100   G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,0,8989.5,1685.56,125,1868.02749080414,910.5
A-166_304LDS1  B410139200  X100  G.S =6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,247.5,96355,12692.8055555556,18,23570.8467787004,1567.75
A-167_304LDS1  B410139200  X100  G.S= 6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,0,58128.5,4835.82954545455,44,9260.96042225298,2264
A-168_304LDS1  B410139200  X100 G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,0,9341.5,1372.01333333333,150,1652.61617942246,746.75
A-169_304LDS1 B3B0451009  X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,119190,7773.96551724138,29,22450.7437903556,1022
A-170_304LDS1 B3B0451009 X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,10.5,53746,7778.58620689655,29,11861.3004608213,2298.5
A-171_304LDS1 B3B0451010  X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,39025.5,5047.12790697674,43,8049.31175383237,2113.5
A-172_304LDS1 B3B0451010 X100  G.S=5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,0,20721,3534.3203125,64,4239.43947537509,2238.75
A-173_304LDS1 B3B0451303  X100  G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,231.5,108725.5,26743.3333333333,9,39323.7433415092,4120
A-174_304LDS1 B410101400  X100  G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,48,56142.5,13577.25,18,15161.4291609132,6144
A-175_304LDS1 B410101400 X100  G.S=2.5.png,A,304LDS1,B410101400,2.5,X,-,565,255,78,69,3435,68572.5,19542.625,12,20724.9845176108,10982.25
A-176_304LDS1 B410101401 X100  G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,36.5,34335,7978.46666666667,30,8593.62514884661,4609.25
A-177_304LDS1 B410101403 X100  G.S=1.png,A,304LDS1,B410101403,1,X,-,570,220,80,70,1197,78794,36066.5714285714,7,30342.800182049,35504.5
A-178_304LDS1 B410102100  X100  G.S=1.png,A,304LDS1,B410102100,1,X,-,570,235,80,70,793.5,112031,19731.6666666667,12,29664.6193844152,9555.75
A-179_304LDS1 B410139200 X100  G.S=6.5.png,A,304LDS1,B410139200,6.5,X,-,605,250,80,67,71,29840,3660,56,5565.89879630544,1371.75
A-180_S302  B410465200  X100 G.S=6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,0,31945,2823.22916666667,72,5534.80424973633,882
A-181_S302  B410465200 X100   G.S=6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,60,147128,6450.05882352941,34,24846.2476030571,770.75
A-182_S302  B420025700  X100   G.S=7.png,A,S302,B420025700,7,X,-,650,240,58,79,9,22141,2425.99404761905,84,3525.74271345942,1042.5
A-183_S302  B420025700  X100  G.S =7.png,A,S302,B420025700,7,X,-,650,240,58,79,3,10404,1263.79813664596,161,1545.02231021589,729.5
A-184_S302  B420025700  X100  G.S= 7.png,A,S302,B420025700,7,X,-,650,240,58,79,0,8261.5,1263.29813664596,161,1416.28225528759,818
A-185_S302  B420025700 X100  G.S=7.png,A,S302,B420025700,7,X,-,650,240,58,79,0,7458.5,1432.81597222222,144,1531.41484344739,857
A-189_S302  B420026700  X100   G.S=7.png,A,S302,B420026700,7,X,-,655,245,56,78,11.5,16610,1961.51,100,2972.46031342725,729
A-18_304LDS1  B3B0451010  X100  G.S =5.png,A,304LDS1,B3B0451010,5,X,-,590,270,82,70,1,27459,6029.80769230769,39,6096.26463670255,3599.5
A-190_S302  B420026700  X100  G.S =7.png,A,S302,B420026700,7,X,-,655,245,56,78,0,6529.5,704.46992481203,266,828.585783942207,420.25
A-191_S302  B420026700  X100  G.S= 7.png,A,S302,B420026700,7,X,-,655,245,56,78,15.5,53648,2345.72674418605,86,6223.10121160392,805.75
A-195_S302 B410465200  X100  G.S=6.5.png,A,S302,B410465200,6.5,X,-,655,240,53,78,4.5,41560.5,3710.39285714286,56,8134.22455624244,529
A-198_S302S1  B410464900  X100 G.S=7.png,A,S302S1,B410464900,7,X,-,650,250,56,79,0,6564,842.19347826087,230,1116.81057936199,456.25
A-19_STS304CUMS4  B410066601  X100  G.S=7.png,A,STS304CUMS4,B410066601,7,X,-,475,175,46,82,0,10919.5,1361.61184210526,152,1661.01970424378,825
A-1_304LDS1   B3B0451009  X100  G.S=5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,0,24420,5180.01111111111,45,5124.68864906704,3770
A-201_S302S1  B410465500  X100  G.S= 6.5.png,A,S302S1,B410465500,6.5,X,-,650,250,57,79,0,8454,705.894736842105,266,1127.43880859014,325
A-202_S302S1  B410465500  X100  G.S=6.5.png,A,S302S1,B410465500,6.5,X,-,650,250,57,79,0.5,31561.5,2598.53205128205,78,5440.06499910484,535.5
A-203_S302S1  B410465500  X100 G.S=6.5.png,A,S302S1,B410465500,6.5,X,-,650,250,57,79,42,133920,8460.46153846154,26,25817.450782414,995.75
A-205_S302S1  B410466100  X100   G.S=6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,0,207745,11710.15,20,45011.7426679139,617.25
A-206_S302S1  B410466100  X100  G.S= 6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,0,35649,2667.67088607595,79,4892.36674228855,966
A-207_S302S1  B410466100  X100  G.S=6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,0,8174,998.994923857868,197,1183.39838432154,614.5
A-208_S302S1  B410466100 X100  G.S=6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,0,15322.5,1348.97402597403,154,2128.97386095369,722.75
A-209_S304HCMS7  B3B0545302  X100   G.S=4.png,A,S304HCMS7,B3B0545302,4,X,-,560,235,66,83,14,35272,3454.19841269841,63,6064.01529093782,1084.5
A-20_STS304CUMS4  B410065907  X100  G.S=7.png,A,STS304CUMS4,B410065907,7,X,-,485,160,46,81,0,9361,1115.54644808743,183,1661.57097606401,371.5
A-210_S304HCMS7  B3B0545302  X100  G.S =4.png,A,S304HCMS7,B3B0545302,4,X,-,560,235,66,83,33.5,115902.5,9221.7,25,24356.4832420446,1130.5
A-211_S304HCMS7  B3B0545302  X100  G.S= 4.png,A,S304HCMS7,B3B0545302,4,X,-,560,235,66,83,0,101702.5,6228.95833333333,36,17081.5652106847,719.5
A-212_S304HCMS7  B3B0545302  X100  G.S=4.png,A,S304HCMS7,B3B0545302,4,X,-,560,235,66,83,13,29463,4903.95454545455,44,7024.70661698779,1859.5
A-213_S304HCS5  B410161000  X100   G.S=4.png,A,S304HCS5,B410161000,4,X,-,515,185,62,81,0,19892,3544.35,60,4835.22706490261,1371.25
A-214_S304HCS5  B410161000  X100  G.S =4.png,A,S304HCS5,B410161000,4,X,-,515,185,62,81,0,160974.5,6531.41176470588,34,27261.3400873813,479.25
A-215_S304HCS5  B410161000  X100  G.S= 4.png,A,S304HCS5,B410161000,4,X,-,515,185,62,81,0,81724.5,8393.17307692308,26,19445.2199692556,2318
A-216_S304HCS5  B410161000  X100  G.S=4.png,A,S304HCS5,B410161000,4,X,-,515,185,62,81,115,41780,7957.17857142857,28,10249.88059531,2191.25
A-217_S304HCS5  B410161105  X100   G.S=4.5.png,A,S304HCS5,B410161105,4.5,X,-,515,180,57,80,0,19940,3479.64615384615,65,4135.16460068918,1685.5
A-218_S304HCS5  B410161105  X100  G.S =4.5.png,A,S304HCS5,B410161105,4.5,X,-,515,180,57,80,0,39200,10520.0227272727,22,11407.6669966432,5744.75
A-219_S304HCS5  B410161105  X100  G.S= 4.5.png,A,S304HCS5,B410161105,4.5,X,-,515,180,57,80,0,42173.5,6625.97058823529,34,8957.74428500867,4471.25
A-21_STS304CUMS4  B410065907  X100  G.S= 7.png,A,STS304CUMS4,B410065907,7,X,-,485,160,46,81,0,8751,1240.07575757576,165,1467.46113428071,730.5
A-220_S304HCS5  B410161105  X100  G.S=4.5.png,A,S304HCS5,B410161105,4.5,X,-,515,180,57,80,13.5,38356.5,5393.35365853659,41,7880.48723131853,2078.5
A-221_S304HCS5  B410161105  X100 G.S=4.5.png,A,S304HCS5,B410161105,4.5,X,-,515,180,57,80,81,169126,17039.75,14,44084.7075452272,789
A-222_S304HCS5  B410161501  X100   G.S=4.5.png,A,S304HCS5,B410161501,4.5,X,-,540,215,64,83,43.5,166264.5,14449.9375,16,39343.5641011792,4195.75
A-223_S304HCS5  B410161501  X100  G.S =4.5.png,A,S304HCS5,B410161501,4.5,X,-,540,215,64,83,3,24836.5,3492.38461538462,65,4315.18083565205,2045
A-224_S304HCS5  B410161501  X100  G.S= 4.5.png,A,S304HCS5,B410161501,4.5,X,-,540,215,64,83,0,22523,3175.96478873239,71,3862.04642017377,1593
A-225_S304HCS5  B410161501  X100  G.S=4.5.png,A,S304HCS5,B410161501,4.5,X,-,540,215,64,83,0,116545,10181.6956521739,23,25432.4069548297,2096
A-226_S304HCS5  B410161501  X100 G.S=4.5.png,A,S304HCS5,B410161501,4.5,X,-,540,215,64,83,21,25291.5,3625.39682539683,63,4796.90619637442,1564
A-227_S304HCS5  B410161601  X100   G.S=4.png,A,S304HCS5,B410161601,4,X,-,530,220,64,83,15,41874,5897.6375,40,8180.82456570508,2789.5
A-228_S304HCS5  B410161601  X100  G.S= 4.png,A,S304HCS5,B410161601,4,X,-,530,220,64,83,0,21872,5193.44444444444,45,5977.41619972136,2963
A-229_S304J3S2  B3B0542100  X100  G.S =4.5.png,A,S304J3S2,B3B0542100,4.5,X,-,520,180,64,80,14.5,141679.5,5513.1875,40,21972.8115928775,1068
A-22_STS304CUMS4  B410066807  X100  G.S =6.5.png,A,STS304CUMS4,B410066807,6.5,X,-,475,165,51,81,7.5,20599.5,2387.9347826087,92,2961.08379304645,1249.75
A-231_S304J3S2  B3B0542200  X100  G.S  =4.png,A,S304J3S2,B3B0542200,4,X,-,510,175,59,83,3.5,67302.5,5511.775,40,13060.8960512621,835.75
A-232_S304J3S2  B3B0542200  X100  G.S =4.png,A,S304J3S2,B3B0542200,4,X,-,510,175,59,83,1.5,21838,5086.4880952381,42,5651.58032627884,2861
A-233_S304J3S2  B3B0542200  X100  G.S= 4.png,A,S304J3S2,B3B0542200,4,X,-,510,175,59,83,3,72804.5,6779.796875,32,14072.9093401001,1544.25
A-234_S304J3S2  B3B0542400  X100   G.S=4.5.png,A,S304J3S2,B3B0542400,4.5,X,-,505,175,56,81,21,31436.5,3187.99295774648,71,4547.1733523618,1769
A-235_S304J3S2  B3B0542400  X100  G.S =4.5.png,A,S304J3S2,B3B0542400,4.5,X,-,505,175,56,81,86.5,29091,3808.89166666667,60,5480.38391454138,1901.75
A-236_S304J3S2  B3B0542400  X100  G.S=  4.5.png,A,S304J3S2,B3B0542400,4.5,X,-,505,175,56,81,0,18514.5,4172.25454545455,55,4367.99689255709,2618.5
A-237_S304J3S2  B3B0545501  X100   G.S=4.png,A,S304J3S2,B3B0545501,5,X,-,510,185,62,82,44,88479.5,9110,25,18209.4827653067,2169
A-238_S304J3S2  B3B0545501  X100  G.S =4.png,A,S304J3S2,B3B0545501,4,X,-,510,185,62,82,0,19342,3361.28358208955,67,4238.8143734676,1973.5
A-23_STS304CUMS4  B410065902  X100  G.S=6.5.png,A,STS304CUMS4,B410065902,6.5,X,-,480,165,46,80,0,7509,1014.86616161616,198,1252.90506303801,551
A-240_#3.0-1_304LDS1  B410101401 X100  G.S=3.png,A,304LDS1,B410101401,3,X,-,580,275,80,68,73,95651.5,26907.3333333333,9,28524.9141911262,22031
A-241_4.0 240719_A_#3.5-3_304LDS1  B3B0451400  X100  G.S =3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,7.5,76043,13927.8823529412,17,19213.6447077786,4609.5
A-242_6.5 240719_A_#6.5_304LDS1   B3C0477900  X100  G.S=6.5.png,A,304LDS1,B3C0477900,6.5,X,-,605,285,81,66,88.5,147115,10365.7272727273,22,30878.9140793693,1422.5
A-243_7.0 240719_A_7.0_STS304CUMS4  B390610500  X100  G.S= 7.png,A,STS304CUMS4,B390610500,7,X,-,490,175,50,82,22,38609,4480.02083333333,48,7987.35826358227,1569.5
A-244_8.5 240719_A_#8.5-1_S30432S1  B3CP096400  X100  G.S =8.5.png,A,S30432S1,B3CP096400,8.5,X,-,635,310,46,,6,153868.5,3450.5,59,20102.5630763166,168
A-245_240724_A_#4.0-4_S304HCS5  B410161601  X100  G.S=4.png,A,S304HCS5,B410161601,4,X,-,530,220,64,83,299,100204,17796.8461538462,13,28157.2963193342,4009.5
A-246_240729_A_#8.5-2_S30432S1  B3CP096400  X100  G.S= 8.5.png,A,S30432S1,B3CP096400,8.5,X,-,635,310,46,,0,163651.5,3178.49242424242,66,20013.640997794,111.5
A-247_304LDS1  B3B0451303 X100  G.S=3.5.png,A,304LDS1,B3B0451303,3.5,X,-,570,240,82,70,194,35691.5,7193.296875,32,8529.24185876463,4615.25
A-248_304LDS1  B3B0451400   X100  G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,39,76390.5,14685,16,19308.0026810452,5396.25
A-249_304LDS1  B3B0451400  X100  G.S= 3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,75.5,190431,21790.5,11,53497.8626268037,3804.5
A-24_STS304CUMS4  B410065902  X100  G.S =6.5.png,A,STS304CUMS4,B410065902,6.5,X,-,480,165,46,80,0,8046.5,814.510460251046,239,1086.1823190539,491
A-250_S304J3S2  B3B0542200  X100  G.S=4.png,A,S304J3S2,B3B0542200,4,X,-,510,175,59,83,0,25877,2836.68,75,4693.79549379817,986
A-251_S304J3S2  B3B0542400  X100  G.S= 4.5.png,A,S304J3S2,B3B0542400,4.5,X,-,505,175,56,81,159,130029,9883.73913043478,23,25976.4647533902,2119.5
A-252_S304J3S2  B3B0542400  X100  G.S=4.5.png,A,S304J3S2,B3B0542400,4.5,X,-,505,175,56,81,0,55974.5,6263.375,36,13136.3818756531,1088.75
A-253_STS304J3S2  B420043100  X100 G.S=5.png,A,STS304J3S2,B420043100,5,X,-,525,190,60,81,107.5,146879.5,8043.44642857143,28,26859.7423095351,2145.25
A-254_S304J3S2  B3C0494401  X100  G.S =5.5.png,A,S304J3S2,B3C0494401,5.5,X,-,535,190,67,83,50,62084.5,5117.39285714286,42,10271.2202609639,2061.5
A-255_S302S1  B410466100  X100  G.S =6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,93.5,16845,3422.18032786885,61,3793.37662532739,2297
A-257_#3.5-5_304LDS1 B3B0451400  X100  G.S=3.5.png,A,304LDS1,B3B0451400,3.5,X,-,575,235,81,70,0,70844,16791.6071428571,14,22571.9465884556,7412.75
A-258_#1.0-3_304LDS1 B410103300 X100 G.S=1 (5).png,A,304LDS1,B410103300,1,X,-,580,265,80,68,31.5,102243.5,13746.1764705882,17,26445.9374278819,1912.5
A-259_#1.0-2_304LDS1  B410101402  X100 G.S=1.png,A,304LDS1,B410101402,1,X,-,570,250,79,70,266,107459,41392,6,42316.8594731068,32922.5
A-260_S302S1  B410466100  X100 G.S=6.5.png,A,S302S1,B410466100,6.5,X,-,645,250,58,78,0,46112.5,3678.86842105263,57,7335.09996016888,1142.5
A-262_S304THES3  B320715101  X100   G.S=4.png,A,S304THES3,B320715101,4,X,-,640,360,47,80,35,43531.5,7357.37096774194,31,11634.1086049485,1771.5
A-26_STS304CUS4  B410159901  X100  G.S =3.png,A,STS304CUS4,B410159901,3,X,-,455,155,57,83,22.5,45352,8233.96551724138,29,9250.7528490752,4553
A-27_STS304CUMS4  B410065902  X100  G.S= 6.5.png,A,STS304CUMS4,B410065902,6.5,X,-,480,165,46,80,0,12323.5,1173.06857142857,175,1564.56189336028,626.5
A-28_STS304CUMS4  B390610500  X100  G.S =7.png,A,STS304CUMS4,B390610500,7,X,-,490,175,50,82,4,8200.5,1298.74050632911,158,1495.01686066602,785
A-29_304LDS1  B3B0451009  X100  G.S =5.png,A,304LDS1,B3B0451009,5,X,-,585,280,78,69,4,19690,3955.89285714286,56,5000.98260140863,1821.25
